ID,Description,Calories,Protein,TotalFat,Carbohydrate,Sugar,Cholesterol,Sodium,Iron,Calcium,SaturatedFat,Potassium,VitaminC,VitaminE,VitaminD
14108,"ALCOHOLIC BEV,WINE,TABLE,RED,SANGIOVESE",86,0.07,0,2.62,,,,,,,,,,
14109,"ALCOHOLIC BEV,WINE,TABLE,RED,CARIGNANE",74,0.07,0,2.4,,,,,,,,,,
14113,"ALCOHOLIC BEV,WINE,TABLE,WHITE,PINOT GRIS (GRIGIO)",83,0.07,0,2.06,,,,,,,,,,
14114,"BEEF BROTH&TOMATO JUC,CND",37,0.6,0.1,8.5,,0,131,0.58,11,0.032,96,0.9,,
14116,"ALCOHOLIC BEV,WINE,TABLE,WHITE,CHENIN BLANC",80,0.07,0,3.31,,,,,,,,,,
14117,"ALCOHOLIC BEV,WINE,TABLE,WHITE,FUME BLANC",82,0.07,0,2.27,,,,,,,,,,
14119,"MIXED VEG & FRUIT JUC DRK,W/ ADDED NUTR",29,0.04,0.01,7.47,2.1,0,21,0.04,3,0,19,32.5,1.63,0
14120,"ALCOHOLIC BEV,WINE,TABLE,WHITE,MULLER THURGAU",76,0.07,0,3.48,,,,,,,,,,
14121,"CARBONATED BEV,CLUB SODA",0,0,0,0,0,0,21,0.01,5,0,2,0,0,0
14124,"ALCOHOLIC BEV,WINE,TABLE,WHITE,GEWURZTRAMINER",81,0.07,0,2.6,,,,,,,,,,
14125,"ALCOHOLIC BEV,WINE,TABLE,WHITE,LATE HARVEST,GEWURZTRAMINER",108,0.07,0,11.39,,,,,,,,,,
14126,"ALCOHOLIC BEV,WINE,TABLE,WHITE,SEMILLON",82,0.07,0,3.12,,,,,,,,,,
14130,"CARBONATED BEV,CRM SODA",51,0,0,13.3,13.3,0,12,0.05,5,0,1,0,0,0
14132,"ALCOHOLIC BEV,WINE,TABLE,WHITE,RIESLING",80,0.07,0,3.74,,,,,,,,,,
14134,"ALCOHOLIC BEV,WINE,TABLE,WHITE,SAUVIGNON BLANC",81,0.07,0,2.05,,,,,,,,,,
14135,"ALCOHOLIC BEV,WINE,TABLE,WHITE,LATE HARVEST",112,0.07,0,13.39,,,,,,,,,,
14136,"CARBONATED BEV,GINGER ALE",34,0,0,8.77,8.7,0,7,0.18,3,0,1,0,0,0
14137,"TEA,RTD,NESTLE,COOL NESTEA ICE TEA LEMON FLAVOR",36,0,0,9.09,9.09,,21,0,3,,19,,,
14138,"ALCOHOLIC BEV,WINE,TABLE,WHITE,PINOT BLANC",81,0.07,0,1.94,,,,,,,,,,
14140,"ALCOHOLIC BEV,WINE,TABLE,WHITE,MUSCAT",82,0.07,0,5.23,,,,,,,,,,
14142,"CARBONATED BEV,GRAPE SODA",43,0,0,11.2,,0,15,0.08,3,0,1,0,,
14143,"CARBONATED BEV,LO CAL,OTHER THAN COLA OR PEPPER,WO/ CAFFEINE",0,0.1,0,0,0,0,6,0.04,4,0,2,0,0,0
14144,"CARBONATED BEV,LEMON-LIME SODA,CONTAINS CAFFEINE",41,0.09,0,10.42,10.19,0,10,0.02,2,0,1,0,0,0
14145,"CARBONATED BEV,SPRITE,LEMON-LIME,WO/ CAFFEINE",40,0.05,0.02,10.14,8.98,0,9,0.11,2,0,1,0,0,0
14146,"CARBONATED BEV,LO CAL,COLA OR PEPPR-TYPE,W/ ASPRT,WO/ CAFFEN",1,0.12,0,0.15,0,0,4,0.02,3,0,7,0,0,0
14147,"CARBONATED BEV,COLA,WO/CAFFEINE",41,0,0,10.58,10.58,0,4,0.02,2,0,3,0,0,0
14148,"CARBONATED BEV,COLA,W/HIGHER CAFFEINE",41,0,0,10.58,10.58,0,4,0.02,2,0,3,0,0,0
14149,"CARBONATED BEV,RED SUGAR,COLA,CONTAINS CAFFEINE & SWEETENERS",20,0,0,5.16,5.16,0,4,0.02,2,0,3,0,0,0
14150,"CARBONATED BEV,ORANGE",48,0,0,12.3,,0,12,0.06,5,0,2,0,,
14151,"CARB BEV,LO CAL,OTHR THN COLA OR PEPPER,W/ ASPRT,CONTNS CAFF",0,0.1,0,0,0,0,6,0.04,4,0,2,0,0,0
14152,"ALCOHOLIC BEV,WINE,TABLE,RED,BURGUNDY",86,0.07,0,3.69,,,,,,,,,,
14153,"CARBONATED BEV,PEPPER-TYPE,CONTAINS CAFFEINE",41,0,0.1,10.4,,0,10,0.04,3,0.07,1,0,,
14154,"ENGY DRK,RED BULL,W/ ADD CAFFEINE,NIACIN,PANTO,VIT B6 & B12",45,0.25,0.08,10.94,10.06,0,38,0.02,13,0,3,0,0,0
14155,"CARBONATED BEV,TONIC H2O",34,0,0,8.8,8.8,0,12,0.01,1,0,0,0,0,0
14156,"ENG DRK,RED BULL,SGR FR,W/ADD CAFF,NIACIN,PANTO,VIT B6 & B12",5,0.25,0.08,0.7,0,0,39,0.02,13,0,3,0,0,0
14157,"CARBONATED BEV,ROOT BEER",41,0,0,10.6,10.6,0,13,0.05,5,0,1,0,0,0
14158,"ALCOHOLIC BEV,WINE,TABLE,RED,GAMAY",78,0.07,0,2.38,,,,,,,,,,
14159,"ALCOHOLIC BEV,WINE,TABLE,RED,MOUVEDRE",88,0.07,0,2.64,,,,,,,,,,
14160,"ALCOHOLIC BEV,WINE,TABLE,WHITE,CHARDONNAY",84,0.07,0,2.16,0.96,,5,0.27,9,,71,0,,
14166,"CARBONATED BEV,LO CAL,COLA OR PEPR,W/ NA SACC,CONTAINS CAFFN",0,0,0,0.1,0,0,16,0.02,4,0,4,0,0,
14168,"CAROB-FLAVOR BEV MIX,PDR",372,1.8,0.2,93.3,,0,103,4.6,32,0.03,104,0,,
14169,"CAROB-FLAVOR BEV MIX,PDR,PREP W/ WHL MILK",75,3.16,3.11,8.68,,10,46,0.25,98,1.779,131,0,,
14175,"CHOCOLATE-FLAVOR BEV MIX FOR MILK,PDR,WO/ ADDED NUTR",405,3.3,3.1,90.9,83.88,0,210,3.14,37,1.834,591,0.7,0.37,0
14177,"CHOCOLATE-FLAVOR BEV MIX,PDR,PREP W/ WHL MILK",85,3.23,3.24,11.91,,9,58,0.3,95,1.86,172,0.1,0.06,
14181,CHOCOLATE SYRUP,279,2.1,1.13,65.1,49.65,0,72,2.11,14,0.519,224,0.2,0.02,0
14182,"CHOCOLATE SYRUP,PREP W/ WHL MILK",90,3.07,2.96,12.78,11.31,9,47,0.32,89,1.681,145,0,0.05,
14187,"CLAM&TOMATO JUC,CND",48,0.6,0.2,10.95,3.31,0,362,0.15,8,0,89,5,0.11,
14192,"COCOA MIX,PDR",398,6.67,4,83.73,65.55,0,504,1.19,133,2.377,712,0.2,0.19,0
14194,"COCOA MIX,PDR,PREP W/ H2O",55,0.92,0.55,11.54,9.03,0,73,0.17,21,0.328,99,0,0.03,
14195,"COCOA MIX,NESTLE,HOT COCOA MIX RICH CHOC W/ MARSHMALLOWS",400,2.8,15,75,65,0,800,1.8,80,15,,0,,
14196,"COCOA MIX,NO SUGAR ADDED,PDR",377,15.49,3,71.93,37.65,0,876,4.96,576,1.777,2702,0,0.04,0
14197,"COCOA MIX,NESTLE,RICH CHOC HOT COCOA MIX",400,3,15,75,60,0,850,1.8,100,10,0,0,,
14201,"COFFEE,BREWED FROM GROUNDS,PREP W/ TAP H2O,DECAFFEINATED",0,0.1,0,0,0,0,2,0.05,2,0.002,54,0,0,0
14202,"COFFEE,BREWED,ESPRESSO,REST-PREP,DECAFFEINATED",0,0.1,0.18,0,0,0,14,0.13,2,0.092,115,0.2,0,0
14203,"COFFEE,INST,REG,PDR,HALF THE CAFFEINE",350,14.42,0.5,70.6,0,0,37,4.41,141,0.197,3535,0,0,0
14204,"COFFEE&COCOA (MOCHA) PDR,W/WHTNR&LO CAL SWTNR,DECAFFEINATED",257,9,13.21,71.4,34.98,0,500,3.06,60,11.376,1856,0,0.09,0
14209,"COFFEE,BREWED FROM GROUNDS,PREP W/ TAP H2O",1,0.12,0.02,0,0,0,2,0.01,2,0.002,49,0,0.01,0
14210,"COFFEE,BREWED,ESPRESSO,REST-PREP",2,0.12,0.18,0,0,0,14,0.13,2,0.092,115,0.2,0.01,0
14214,"COFFEE,INST,REG,PDR",241,12.2,0.5,41.1,0,0,37,4.41,141,0.197,3535,0,0,0
14215,"COFFEE,INST,REG,PREP W/H2O",2,0.1,0,0.34,0,0,4,0.04,4,0.002,30,0,0,
14218,"COFFEE,INST,DECAFFEINATED,PDR",224,11.6,0.2,42.6,0,0,23,3.8,140,0.101,3501,0,0,0
14219,"COFFEE,INST,DECAFFEINATED,PDR,PREP W/H2O",2,0.12,0,0.43,0,0,4,0.04,4,0.001,36,0,0,
14222,"COFFEE,INST,W/CHICORY,PDR",351,9.3,0.2,74.2,,0,277,4.76,103,0.071,3395,0,,
14223,"COFFEE,INST,W/ CHICORY,PREP W/ H2O",3,0.09,0,0.75,0,0,7,0.05,4,0.001,35,0,0,
14224,"COFFEE,INST,W/SUGAR,MOCHA-FLAVOR,PDR",460,5.29,15.87,74.04,58.2,0,317,0,271,4.934,1033,0.6,0,0
14228,"COFFEE,INST,W/SUGAR,CAPPUCCINO-FLAVOR PDR",406,3.1,5.56,85.94,69.16,2,180,0.48,133,3.422,831,0.5,0.36,0
14229,"COFFEE,INST,W/SUGAR,FRENCH-FLAVOR,PDR",484,4.5,22.63,65.67,41.74,0,557,0.36,36,4.997,1184,0,1.65,0
14236,"COFFEE SUB,CRL GRAIN BEV,PDR",360,6.01,2.52,78.42,4.63,0,83,4.6,58,0.603,2443,0,0.98,0
14237,"COFFEE SUB,CRL GRAIN BEV,PREP W/ H2O",6,0.1,0.04,1.3,0.08,0,5,0.08,4,0.01,41,0,0.02,0
14238,"CRANBERRY-APPLE JUC DRK,BTLD",63,0,0.11,15.85,14.5,0,2,0.07,3,0.013,17,39.5,0.12,0
14240,"CRANBERRY-APRICOT JUC DRK,BTLD",64,0.2,0,16.2,,0,2,0.15,9,0,61,0,,
14241,"CRANBERRY-GRAPE JUC DRK,BTLD",56,0.2,0.1,14,,0,3,0.01,8,0.033,24,32,,
14242,"CRANBERRY JUC COCKTAIL,BTLD",54,0,0.1,13.52,11.87,0,2,0.1,3,0.009,14,42.3,0.22,0
14243,"CRANBERRY JUC COCKTAIL,BTLD,LO CAL,W/CA,SACCHARIN&CORN SWTNR",19,0.02,0.01,4.6,4.59,0,3,0.04,9,0,25,32.2,0.05,0
14245,"EGGNOG-FLAVOR MIX,PDR,PREP W/ WHL MILK",95,2.93,3.02,14.2,12.66,11,55,0.12,92,1.701,121,0,0.06,
14262,"CITRUS FRUIT JUC DRK,FRZ CONC",162,1.2,0.1,40.2,28.63,0,3,3.94,25,0.007,393,95.3,0.22,0
14263,"CITRUS FRUIT JUC DRK,FRZ CONC,PREP W/H2O",46,0.34,0.03,11.42,8.13,0,4,1.12,9,0.002,112,27.1,0.06,
14264,"FRUIT PUNCH DRK,WO/ ADDED NUTR,CND",48,0,0,11.97,11.29,0,10,0.09,8,0,25,0.4,0.02,0
14267,"FRUIT PUNCH DRK,W/ ADDED NUTR,CND",47,0,0,11.97,11.29,0,38,0.09,8,0,31,29.6,0.01,0
14268,"FRUIT PUNCH DRK,FRZ CONC",162,0.2,0,41.4,,0,8,0.3,8,0.003,44,155.6,,
14269,"FRUIT PUNCH DRK,FRZ CONC,PREP W/H2O",46,0.06,0,11.66,0,0,5,0.09,4,0.001,13,43.8,0,
14277,"GRAPE DRINK,CANNED",61,0,0,15.75,13.06,0,16,0.07,52,0,12,31.4,0,0
14282,"GRAPE JUICE DRINK,CANNED",57,0,0,14.55,14.11,0,9,0.13,7,0,33,26.5,0,0
14287,"LEMONADE,POWDER",378,0,1.05,97.23,94.7,0,51,0.19,20,0,147,39.9,0.14,0
14288,"LEMONADE,PDR,PREP W/H2O",14,0,0.04,3.59,3.5,0,6,0.01,4,0,6,1.5,0.01,0
14289,"LEMONADE,LO CAL,W/ASPRT,PDR",332,3.6,0.3,83.7,0,0,10,5.7,3098,0.039,11,394,0,0
14290,"LEMONADE,LO CAL,W/ASPRT,PDR,PREP W/H2O",3,0.03,0,0.68,0,0,4,0.05,28,0,1,3.2,0,0
14292,"LEMONADE,FRZ CONC,WHITE",196,0.22,0.7,49.89,44.46,0,7,0.09,7,0.025,72,13.1,0.09,0
14293,"LEMONADE,FRZ CONC,WHITE,PREP W/H2O",40,0.07,0.04,10.42,9.98,0,4,0.16,4,0.006,15,3.9,0.01,
14296,"LEMONADE-FLAVOR DRK,PDR",379,0,1.01,97.57,97.15,0,130,0.17,11,0.003,39,40.6,0,0
14297,"LEMONADE-FLAVOR DRK,PDR,PREP W/H2O",27,0,0.07,6.9,6.87,0,13,0.01,4,0,3,2.9,0,0
14303,"LIMEADE,FRZ CONC,PREP W/H2O",52,0,0,13.79,13.27,0,3,0,2,0,10,3.1,0,
14305,MALT BEVERAGE,37,0.21,0.12,8.05,8.05,0,13,0.06,7,0.024,8,0.5,0,0
14309,"MALTED DRK MIX,NAT,W/ ADDED NUTR,PDR",372,9.41,1.33,83.59,63.38,0,259,12.7,376,0.679,591,127,0.06,23.5
14310,"MALTED DRK MIX,NAT,W/ ADDED NUTR,PDR,PREP W/ WHL MILK",86,3.67,3.21,10.67,8.37,11,72,1.36,123,1.83,200,10.4,,
14311,"MALTED DRK MIX,NAT,PDR",428,14.29,9.52,71.21,47.62,24,405,0.7,298,4.762,758,2.9,0.36,0
14312,"MALTED DRK MIX,NAT,PDR,PREP W/ WHL MILK",88,3.86,3.62,10.23,9.56,12,79,0.09,117,2.039,183,0.2,,
14315,"MALTED DRK MIX,CHOC,W/ ADDED NUTR,PDR",389,4.9,3.4,84.6,70.56,0,594,17.38,443,1.964,1193,150.1,0.03,23.8
14316,"MALTED DRK MIX,CHOC,W/ ADDED NUTR,PDR,PREP W/ WHL MILK",87,3.29,3.26,11.19,10.49,10,87,1.42,139,1.873,217,12,0.07,3.1
14317,"MALTED DRK MIX,CHOC,PDR",411,5.1,4.76,86.94,66.67,1,190,2.28,60,2.381,618,1.5,0.17,0
14318,"MALTED DRK MIX,CHOC,PDR,PREP W/ WHL MILK",85,3.37,3.29,11.2,6.68,10,60,0.21,98,1.883,172,0.1,0.06,
14323,"ORANGE DRK,CND,W/ ADDED VIT C",49,0,0.07,12.34,11.03,0,3,0.04,5,0.002,18,57.3,0.02,0
14327,"ORANGE&APRICOT JUC DRK,CND",51,0.3,0.1,12.7,12.06,0,2,0.1,5,0.01,80,20,0.11,0
14334,"PINEAPPLE&GRAPEFRUIT JUC DRK,CND",47,0.2,0.1,11.6,11.52,0,14,0.31,7,0.006,61,46,0.01,0
14341,"PINEAPPLE&ORANGE JUC DRK,CND",50,1.3,0,11.8,11.59,0,3,0.27,5,0,46,22.5,0.03,0
14346,"SHAKE,FAST FOOD,CHOCOLATE",127,3.4,3.7,20.5,18.6,13,97,0.31,113,2.313,200,0.4,0.11,0
14347,"SHAKE,FAST FOOD,VANILLA",148,3.37,6.52,19.59,13.63,23,81,0.46,115,3.962,166,0,0.25,0
14350,"STRAWBERRY-FLAVOR BEV MIX,PDR",389,0.1,0.2,99.1,95.45,0,38,0.44,4,0,6,0.3,0,0
14351,"STRAWBERRY-FLAVOR BEV MIX,PDR,PREP W/ WHL MILK",88,3,3.1,12.3,,12,48,0.08,110,1.91,139,0.9,,
14352,"TEA,BLACK,BREWED,PREP W/ TAP H2O,DECAFFEINATED",1,0,0,0.3,0,0,3,0.02,0,0.002,37,0,0,0
14353,"TEA,INST,UNSWTND,PDR,DECAFFEINATED",315,20.21,0,58.66,5.53,0,72,2.26,118,0,6040,0,0,0
14355,"TEA,BLACK,BREWED,PREP W/ TAP H2O",1,0,0,0.3,0,0,3,0.02,0,0.002,37,0,0,0
14356,"TEA,INST,SWTND W/NA SACCHARIN,LEMON-FLAV,PDR,DECAFFEINATED",338,3.3,0.6,85.4,1.88,0,412,8.87,21,0,2568,0,0,0
14357,"TEA,INST,SWTND W/SUGAR,LEMN-FLAV,WO/ VIT C,PDR,DECAFFEINATED",385,0.12,0.73,98.55,95.29,0,5,0.21,2,0.091,169,0,0,
14366,"TEA,INST,UNSWTND,PDR",315,20.21,0,58.66,5.53,0,72,2.26,118,0,6040,0,0,0
14367,"TEA,INST,UNSWTND,PDR,PREP",1,0.06,0,0.17,0.02,0,4,0.01,3,0,18,0,0,0
14368,"TEA,INST,UNSWTND,LEMON-FLAVORED,PDR",345,7.4,0.18,78.52,4.52,0,55,0.75,28,0.047,3453,0,0.09,0
14370,"TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,WO/ VIT C,PDR",401,0.12,0.73,98.55,95.29,0,5,0.21,2,0.097,169,0,0,0
14371,"TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,WO/ VIT C,PDR,PREP",35,0.01,0.06,8.61,8.33,0,2,0.02,2,0.008,15,0,0,
14375,"TEA,INST,SWTND W/NA SACCHARIN,LEMON-FLAVORED,PDR",338,3.3,0.6,85.4,1.88,0,412,8.87,21,0,2568,0,0,
14376,"TEA,INST,SWTND W/NA SACCHARIN,LEMON-FLAVORED,PREP",2,0.02,0,0.44,0.01,0,6,0.05,3,0,14,0,0,0
14381,"TEA,HERB,OTHER THAN CHAMOMILE,BREWED",1,0,0,0.2,0,0,1,0.08,2,0.002,9,0,0,0
14383,"SPORTS DRK,FRUIT-FLAVORED,LO CAL,RTD",11,0,0,3,0,0,35,0.05,0,0,10,6.3,0,0
14384,"WATER,BTLD,PERRIER",0,0,0,0,,0,1,0,14,0,0,0,,
14385,"WATER,BTLD,POLAND SPRING",0,0,0,0,,0,1,0.01,1,0,0,0,,
14390,"COCOA MIX,W/ ASPRT,PDR,PREP W/ H2O",29,1.21,0.23,5.61,2.93,0,72,0.39,48,0.139,211,0,0,
14400,"CARBONATED BEV,COLA,CONTAINS CAFFEINE",37,0.07,0.02,9.56,8.97,0,4,0.11,2,0,2,0,0,0
14405,"FRUIT PUNCH JUC DRK,FRZ CONC",175,0.3,0.7,43.1,,0,10,0.8,20,0.087,270,19.7,,
14406,"FRUIT PUNCH JUC DRK,FRZ CONC,PREP W/H2O",42,0.07,0.17,10.44,0,0,5,0.2,7,0.021,66,4.8,0,
14407,"ORANGE-FLAVOR DRK,BRKFST TYPE,PDR",386,0,0,98.94,92.31,0,17,0.02,385,0,190,230.8,0,0
14408,"ORANGE-FLAVOR DRK,BRKFST TYPE,PDR,PREP W/ H2O",49,0,0,12.65,11.8,0,5,0,52,0,25,29.5,0,
14409,"ORANGE-FLAVOR DRK,BRKFST TYPE,LO CAL,PDR",217,3.6,0,85.9,2.6,0,81,0.07,1378,0,3132,2400,,
14411,"WATER,TAP,DRINKING",0,0,0,0,0,0,4,0,3,0,0,0,0,0
14412,"WATER,TAP,WELL",0,0,0,0,,,5,0,3,,0,,,
14414,"ALCOHOLIC BEV,LIQUEUR,COFFEE,53 PROOF",326,0.1,0.3,46.8,46.43,0,8,0.06,1,0.106,30,0,0,0
14415,"ALCOHOLIC BEV,LIQUEUR,COFFEE W/CRM,34 PROOF",327,2.8,15.7,20.9,19.76,58,92,0.13,16,9.664,32,0.2,0.45,0
14416,"CARB BEV,LO CAL,COLA OR PEP,W/ ASPRT, CAF",2,0.11,0.03,0.29,0,0,8,0.11,3,0,8,0,0,0
14421,"COFFEE SUB,CRL GRAIN BEV,PDR,PREP W/ WHL MILK",65,3.3,3.3,5.6,,13,49,0.11,119,2.061,172,0.9,,
14422,"DAIRY DRK MIX,CHOC,RED CAL,W/ LOW-CALORIE SWEETENERS,PDR",329,25,2.6,51.4,32.94,24,659,7.7,1412,1.871,2240,5.6,0.04,4.7
14423,"DAIRY DRK MIX,CHOC,RED CAL,W/ ASPRT,PDR,PREP W/ H2O & ICE",29,2.19,0.23,4.51,2.89,2,61,0.68,127,0.164,197,0.5,0,
14424,"ORANGE-FLAVOR DRK,BRKFST TYPE,W/PULP,FRZ CONC",172,0.1,0.5,42.9,41.85,0,24,0.26,130,0.078,435,243.1,0.3,0
14425,"ORANGE-FLAVOR DRK,BRKFST TYPE,W/PULP,FRZ CONC,PREP W/H2O",49,0.03,0.14,12.21,11.91,0,10,0.08,39,0.022,124,69.2,,
14426,"ORANGE DRK,BRKFST TYPE,W/ JUC & PULP,FRZ CONC",153,0.4,0,39,38.05,0,26,0.26,399,0.002,465,189.7,0.09,0
14427,"ORANGE DRK,BRKFST TYPE,W/JUC&PULP,FRZ CONC,PREP W/H2O",45,0.12,0,11.32,11.05,0,10,0.08,118,0.001,167,55.1,0.02,
14428,"SHAKE,FAST FD,STRAWBERRY",113,3.4,2.8,18.9,,11,83,0.11,113,1.734,182,0.8,,0
14429,"WATER,TAP,MUNICIPAL",0,0,0,0,0,0,3,0,3,0,1,0,0,0
14430,"CRANBERRY JUC COCKTAIL,FRZ CONC",201,0.05,0,51.45,42.5,0,4,0.3,11,0,49,45.8,,
14431,"CRANBERRY JUC COCKTAIL,FRZ CONC,PREP W/ H2O",47,0.01,0,11.81,9.76,0,4,0.07,5,0,12,10.5,0,
14432,"WATER,BTLD,NON-CARBONATED,DANNON",0,0,0,0,,,0,0,3,,0,,,
14433,"WATER,BTLD,NON-CARBONATED,PEPSI,AQUAFINA",0,0,0,0,,,0,0,0,,0,,,
14434,"WATER,BTLD,NON-CARBONATED,DASANI",0,0,0,0,,,0,0,0,,0,,,
14436,"ORANGE BRKFST DRK,RTD,W/ ADDED NUTR",53,0,0,13.2,8.02,0,54,0.05,100,0,83,24,0.04,0
14437,"WATER,BTLD,NON-CARBONATED,CALISTOGA",0,0,0,0,,,0,,0,,0,,,
14438,"WATER,BTLD,NON-CARBONATED,CRYSTAL GEYSER",0,0,0,0,,,1,,3,,0,,,
14439,"WATER,BTLD,NON-CARBONATED,NAYA",0,0,0,0,,,1,,4,,0,,,
14440,"WATER,BTLD,NON-CARBONATED,DANNON FLUORIDE TO GO",0,0,0,0.03,,,1,0.01,3,,0,,,
14450,"DRINK MIX,QUAKER OATS,GATORADE,ORANGE FLAVOR,PDR",388,0,1.23,94.11,80.5,0,63,0.34,40,0,30,0.4,,
14460,"SPORTS DRK,PEPSICO,GATORADE,FRUIT-FLAVORED,RTD",26,0,0,6.43,5.24,0,39,0.05,1,0,15,0.4,0,0
14461,"SPORTS DRK,COCA-COLA,POWERADE,LEMON-LIME FLAV,RTD",32,0,0.05,7.84,6.11,0,22,0.09,1,0.008,18,0,0,0
14462,"QUAKER OATS,PROPEL FITNESS H2O,FRUIT-FLAVORED,NON-CARBONATED",5,0,0,1.22,1.22,0,13,0.03,1,0,16,8.8,1.67,0
14475,"TEA,RTD,ARIZONA ICED TEA,W/ LEMON FLAVOR",39,0,0,9.77,9.63,0,4,0,3,0,10,0,,
14476,"TEA,RTD,LIPTON BRISK ICED TEA,W/ LEMON FLAVOR",35,0,0,8.81,8.69,0,21,0,1,0,19,,,
14530,"WHISKEY SOUR MIX,BTLD,W/ K&NA",84,0.1,0.1,21.4,,0,33,0.11,2,0.008,7,2.7,,
14531,"ALCOHOLIC BEV,WHISKEY SOUR,PREP FROM ITEM 14530",149,0,0,13.1,,0,20,0.08,1,0.005,5,1.6,,
14532,"ALCOHOLIC BEV,DISTILLED,ALL (GIN,RUM,VODKA,WHISKEY) 94 PROOF",275,0,0,0,,0,1,0.04,0,0,2,0,,
14533,"ALCOHOLIC BEV,DISTILLED,ALL 100 PROOF",295,0,0,0,,0,1,0.04,0,0,2,0,,
14534,"ALCOHOLIC BEV,LIQUEUR,COFFEE,63 PROOF",308,0.1,0.3,32.2,32.2,0,8,0.06,1,0.106,30,0,,
14536,"ALCOHOLIC BEV,WINE,DSSRT,DRY",152,0.2,0,11.67,1.09,0,9,0.24,8,0,92,0,0,
14537,"CARBONATED BEV,LOCAL,OTHR THAN COLA OR PEP,W/ NA SAC,WO/ CAF",0,0,0,0.1,,0,16,0.04,4,0,2,0,,
14538,"COCOA MIX,W/ ASPT,LO CAL,PDR,W/ ADD CA P,WO/ ADD NA OR VIT A",359,25.1,3,58,55.58,11,653,4.96,1440,1.777,2702,0,0.21,0
14541,"FRUIT PUNCH-FLAVOR DRK,PDR,WO/ NA,PREP W/H2O",37,0,0.01,9.47,9.23,0,7,0.05,17,0.006,1,11.8,0,
14542,"LEMONADE,FRZ CONC,PINK",192,0.22,0.69,48.86,46.46,0,4,0.08,8,0.026,76,14.1,0.07,
14543,"LEMONADE,FRZ CONC,PINK,PREP W/H2O",43,0.05,0.15,10.81,10.28,0,4,0.02,4,0.006,17,3.1,0.02,0
14544,"TEA,BLACK,BREWED,PREP W/ DISTILLED H2O",1,0,0,0.3,,0,0,0.01,0,0.002,21,0,,
14545,"TEA,HERB,CHAMOMILE,BREWED",1,0,0,0.2,0,0,1,0.08,2,0.002,9,0,0,0
14548,"TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,W/ VIT C,PDR",385,0.6,0.3,97.6,,0,5,0.16,3,0.037,217,100,,
14550,"ALCOHOLIC BEV,DISTILLED,ALL (GIN,RUM,VODKA,WHISKEY) 86 PROOF",250,0,0,0.1,0,0,1,0.04,0,0,2,0,0,0
14551,"ALCOHOLIC BEV,DISTILLED,ALL (GIN,RUM,VODKA,WHISKEY) 90 PROOF",263,0,0,0,0,0,1,0.04,0,0,2,0,0,0
14552,"CARBONATED BEV,CHOCOLATE-FLAVORED SODA",42,0,0,10.7,10.7,0,88,0.1,4,0,50,0,0,0
14553,"WINE,NON-ALCOHOLIC",6,0.5,0,1.1,1.1,0,7,0.4,9,0,88,0,0,0
14555,"WATER,BTLD,GENERIC",0,0,0,0,0,0,2,0,10,0,0,0,0,0
14557,"CHOCOLATE-FLAVOR BEV MIX FOR MILK,PDR,W/ ADDED NUTR",400,4.55,2.27,90.28,81.82,0,136,0,455,2.273,280,27.3,0.04,0
14558,"CHOCOLATE-FLAVOR BEV MIX W/ ADDED NUTR,PREP W/ WHL MILK",89,3.27,3.17,11.87,11.59,10,50,0.03,141,1.899,144,2.3,0.07,1.2
14559,"WATER,BTLD,NON-CARBONATED,EVIAN",0,0,0,0,,,0,0,8,,0,,,
14599,"SPORTS DRK,POWERADE ZERO ION4,CALORIE-FREE,ASSORTED FLAVORS",0,0,0,0,0,0,42,0.05,2,0,10,2.5,0.57,0
14601,"TEA,RTD,UNSWTND,WENDY'S,FAST FD,WO/ ICE",1,0.22,0,0,,,3,0,2,0,14,,,
14602,"ALCOHOLIC BEV,WINE,TABLE,RED,MERLOT",83,0.07,0,2.51,0.62,,4,0.46,8,,127,0,,
14604,"WATER,NON-CARBONATED,FRUIT FLAVORS,SWTND W/ LO CAL SWTNR",1,0,0,0.15,0,0,3,0,1,0,4,0,0,0
14605,"WATER W/ ADDED VITAMINS & MINERALS,SWTND, FRUIT FLAVORS",22,0,0,5.49,5.49,0,0,0,17,0,0,12.7,1.9,0
14606,"BREAKFAST TYPE DRK,ORANGE FLAVOR,RED SUGAR",4,0.04,0,0.9,0.03,0,5,0,11,0,33,25.1,0.56,0
14607,"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,DIET BERRY BLEND",4,0,0,1.23,0.41,,14,,,,33,24.7,1.11,
14608,"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,DIET FRUIT MEDLEY",4,0,0,1.26,0.84,,13,,,,15,25.2,1.13,
14609,"CAMPBELL SOUP COMPANY,V8 SPLASH,DIET STRAWBERRY KIWI",4,0,0,1.26,0.84,,13,0.3,8,,15,25.2,1.13,
14610,"CAMPBELL SOUP COMPANY,V8 SPLASH,DIET TROPICAL BLEND",4,0,0,1.26,0.42,,15,,,,34,25.2,1.13,
14611,"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,BERRY BLEND",29,0,0,7.41,7.41,,21,,,,14,24.7,1.11,
